,book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
9372,8152697,Wally Lamb,2009.0,Wishin' and Hopin': A Christmas Story,Wishin' and Hopin',eng,3.52,10966
9373,13152668,Jack McCallum,2012.0,Dream Team,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",eng,4.16,8000
9374,914211,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007.0,Influencer: The Power to Change Anything,Influencer: The Power to Change Anything,en-GB,3.98,8036
9375,116982,Roger Zelazny,1976.0,The Hand of Oberon - The Courts of Chaos ,The Hand of Oberon (The Chronicles of Amber #4),eng,4.19,12627
9376,7828781,Maya Banks,2010.0,No Place to Run,"No Place to Run (KGI, #2)",eng,4.29,16649
9377,106124,"Jeff Smith, Steve Hamaker",1997.0,"The Dragonslayer (Bone, #4)","The Dragonslayer (Bone, #4)",eng,4.33,11044
9379,11738128,Tessa Dare,2012.0,A Week to Be Wicked,"A Week to Be Wicked (Spindle Cove, #2)",eng,4.12,14615
9381,207365,Karen Chance,2007.0,Claimed By Shadow,"Claimed By Shadow (Cassandra Palmer, #2)",en-US,3.98,18318
9382,200963,"Susan S. Adler, Renée Graef, Nancy Niles",1986.0,"Meet Samantha: An American Girl (American Girls: Samantha, #1)","Meet Samantha: An American Girl (American Girls: Samantha, #1)",eng,3.95,15460
9383,3419808,Sebastian Barry,2008.0,The Secret Scripture,The Secret Scripture,eng,3.75,9565
9384,6911529,"Greg Rucka, J.H. Williams III, Rachel Maddow",2010.0,Batwoman: Elegy,Batwoman: Elegy,eng,4.16,11001
9385,764073,Julie Otsuka,2002.0,When the Emperor Was Divine,When the Emperor Was Divine,eng,3.7,11529
9386,17254035,Sophie Jordan,2013.0,Foreplay,"Foreplay (The Ivy Chronicles, #1)",eng,3.94,14461
9387,37296,John Sandford,1994.0,Night Prey,"Night Prey (Lucas Davenport, #6)",eng,4.14,11975
9388,192888,Dorothy L. Sayers,1926.0,Clouds of Witness,"Clouds of Witness (Lord Peter Wimsey, #2)",eng,4.04,12013
9389,1176884,Stephanie Bond,2006.0,Body Movers ,"Body Movers (Body Movers, #1)",eng,3.84,10719
9391,29906980,George Saunders,2017.0,Lincoln in the Bardo,Lincoln in the Bardo,eng,3.93,20373
9392,7745031,William Gibson,2010.0,Zero History,"Zero History (Blue Ant, #3)",eng,3.93,10394
9393,12021559,Chelsea Fine,2011.0,Sophie & Carter,Sophie & Carter,eng,3.83,11849
9394,38703,Louis Sachar,2006.0,Small Steps,"Small Steps (Holes, #2)",eng,3.69,11837
9395,11940384,Alex Marwood,2008.0,The Wicked Girls,The Wicked Girls,eng,3.48,9180
9396,155291,Simon R. Green,2003.0,Agents of Light and Darkness,"Agents of Light and Darkness (Nightside, #2)",eng,4.0,12827
9397,41069,John Brunner,1968.0,Stand on Zanzibar,Stand on Zanzibar,eng,3.96,11021
9398,6261477,Gwen Cooper,2009.0,Homer's Odyssey ,Homer's Odyssey,en-US,4.18,9907
9399,433035,Agatha Christie,1940.0,Sad Cypress,"Sad Cypress (Hercule Poirot, #21)",eng,3.83,12538
9400,1070527,"Michael Dante DiMartino, Bryan Konietzko",2006.0,Avatar: Last Airbender v. 1 (Avatar (Graphic Novels)),Avatar Volume 1: The Last Airbender (Avatar #1),eng,4.52,8261
9401,17478,Enid Blyton,1942.0,Five Go to Smuggler's Top,"Five Go to Smuggler's Top (Famous Five, #4)",eng,4.03,10441
9402,643988,Sara Paretsky,1982.0,Indemnity Only,"Indemnity Only (V.I. Warshawski, #1)",eng,3.89,11954
9403,74997,Enid Blyton,1944.0,Five Run Away Together,"Five Run Away Together (Famous Five, #3)",en-US,4.03,10698
9404,59887,Danielle Steel,1977.0,The Promise,The Promise,en-US,3.93,9836
9405,199532,Fannie Flagg,2004.0,A Redbird Christmas,A Redbird Christmas,eng,3.86,11101
9406,42691,Leon Uris,1984.0,The Haj,The Haj,eng,3.99,10060
9407,290628,Guy Gavriel Kay,1986.0,The Darkest Road,"The Darkest Road (The Fionavar Tapestry, #3)",eng,4.18,11755
9409,20168816,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014.0,Rogues,Rogues,eng,3.86,10135
9411,23357188,Cora Reilly,2014.0,Bound by Honor,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",eng,4.14,15138
9413,8150317,Lara Adrian,2011.0,Deeper than Midnight,"Deeper Than Midnight (Midnight Breed, #9)",en-US,4.29,16679
9414,8100979,Faith Hunter,2011.0,Mercy Blade,"Mercy Blade (Jane Yellowrock, #3)",eng,4.21,14856
9416,244115,Judy Schachner,2006.0,Skippyjon Jones in Mummy Trouble (Skippyjon Jones),"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",en-US,4.25,11076
9417,15799151,Mason Currey,2013.0,Daily Rituals: How Artists Work,Daily Rituals: How Artists Work,eng,3.66,8565
9418,8100288,"Kevin Malarkey, Alex Malarkey",2010.0,The Boy Who Came Back from Heaven,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",eng,3.89,8945
9420,1468706,Jacqueline Winspear,2008.0,An Incomplete Revenge,"An Incomplete Revenge (Maisie Dobbs, #5)",en-GB,4.09,11579
9421,24040551,Jennifer McMahon,2015.0,The Night Sister,The Night Sister,eng,3.67,10219
9423,13659,Ursula K. Le Guin,2001.0,Tales from Earthsea,"Tales from Earthsea (Earthsea Cycle, #5)",eng,4.0,11530
9424,16171259,"Juan Gabriel Vásquez, Anne McLean",2011.0,El ruido de las cosas al caer,The Sound of Things Falling,eng,3.74,6113
9426,25241477,Dean Koontz,2015.0,Ashley Bell,Ashley Bell,eng,3.59,8118
9427,313998,"William Gibson, Terry Bisson",1981.0,Johnny Mnemonic,Johnny Mnemonic,en-US,3.75,9564
9428,513176,Michael A. Stackpole,1996.0,Rogue Squadron,"Rogue Squadron (Star Wars: X-Wing, #1)",en-GB,4.02,11405
9430,550940,Clive Cussler,2007.0,The Chase,"The Chase (Isaac Bell, #1)",en-US,3.92,10998
9431,74034,"Neil Postman, Andrew Postman",1985.0,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,eng,4.14,9736
9432,61974,Anne McCaffrey,1986.0,"Nerilka's Story (Pern: Dragonriders of Pern, #5)","Nerilka's Story (Pern, #8)",eng,3.78,12936
9434,1153709,Lynley Dodd,1983.0,Hairy Maclary from Donaldson's Dairy,Hairy Maclary from Donaldson's Dairy,eng,4.28,11051
9435,764063,"Pattie Boyd, Penny Junor",2007.0,Wonderful Tonight: An Autobiography,Wonderful Tonight,en-US,3.65,8254
9436,17573684,Ann Hood,2013.0,The Obituary Writer,The Obituary Writer,eng,3.7,5178
9437,1175893,"Roderick Gordon, Brian  Williams",2007.0,Tunnels,"Tunnels (Tunnels, #1)",en-CA,3.57,11678
9438,35539,Bob Spitz,2005.0,The Beatles: The Biography,The Beatles: The Biography,en-US,4.13,8120
9440,630621,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",2007.0,Hulk: Planet Hulk,The Incredible Hulk: Planet Hulk,eng,4.23,8680
9442,571508,Dean Hughes,1997.0,"Rumors of War (Children of the Promise, Vol 1)","Rumors of War (Children of the Promise, #1)",en-US,4.25,9995
9443,10008056,Jussi Adler-Olsen,2010.0,Journal 64,"Journal 64 (Afdeling Q, #4)",dan,4.04,5044
9445,10049436,Lindsey Kelk,2011.0,The Single Girl's To-Do List,The Single Girl's To-Do List,eng,3.94,9829
9446,112517,"Arthur C. Clarke, Gentry Lee",1993.0,Rama Revealed: The Ultimate Encounter,"Rama Revealed (Rama, #4)",eng,3.72,9015
9447,9399336,Alice Clayton,2010.0,The Redhead Revealed,"The Redhead Revealed (Redhead, #2)",eng,4.2,15464
9449,20662728,Garth Nix,2014.0,Clariel: The Lost Abhorsen,"Clariel (Abhorsen, #4)",eng,3.79,10616
9450,68099,Donna Leon,1992.0,Death at La Fenice,"Death at La Fenice (Commissario Brunetti, #1)",en-US,3.81,11705
9451,36058,James Ellroy,1988.0,The Big Nowhere,"The Big Nowhere (L.A. Quartet, #2)",eng,4.11,9249
9455,73860,Virginia M. Axline,1964.0,Dibs in Search of Self: Personality Development in Play Therapy,Dibs in Search of Self,en-US,4.13,8905
9457,17277800,"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",2013.0,"Hawkeye, Volume 2: Little Hits","Hawkeye, Volume 2: Little Hits",eng,4.27,15547
9460,65113,"Lemony Snicket, Brett Helquist",2006.0,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),en-GB,4.28,11240
9462,41820,Isaac Asimov,1950.0,Pebble in the Sky,Pebble in the Sky (Galactic Empire #3),eng,3.85,11335
9463,5024334,Kristan Higgins,2009.0,Too Good To Be True,Too Good to Be True,eng,3.9,14745
9464,105920,"Brian Michael Bendis, Mark Bagley",2001.0,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Ultimate Spider-Man, Volume 1: Power and Responsibility",eng,4.06,10462
9467,85310,John Sandford,2002.0,Mortal Prey,"Mortal Prey (Lucas Davenport, #13)",en-US,4.2,11272
9468,16312,"Agatha Christie, Hugh Fraser",1940.0,"One, Two, Buckle My Shoe","One, Two, Buckle My Shoe (Hercule Poirot, #22)",eng,3.74,11285
9469,29236299,"Amie Kaufman, Jay Kristoff, Marie Lu",2016.0,Gemina,"Gemina (The Illuminae Files, #2)",eng,4.56,10960
9470,51740,Chris Crutcher,1993.0,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes,en-US,3.94,11544
9471,73960,"R.D. Blackmore, Michelle Allen",1869.0,Lorna Doone: A Romance of Exmoor,Lorna Doone,eng,3.71,11716
9472,53809,Paulo Coelho,1994.0,Maktub,Maktub,spa,3.41,5902
9473,10599302,Jill Shalvis,2011.0,"Head Over Heels (Lucky Harbor, #3)","Head Over Heels (Lucky Harbor, #3)",eng,4.16,16560
9474,1866046,Ted Dekker,2008.0,Adam,Adam,eng,3.93,9903
9475,388018,"Agatha Christie, Robin Bailey",1963.0,The Clocks,"The Clocks (Hercule Poirot, #34)",eng,3.71,12335
9476,15818278,Jennifer McMahon,2013.0,The one I left behind,The One I Left Behind,en-US,3.76,10266
9477,89370,Benjamin Hoff,1992.0,Tao of Pooh and Te of Piglet Boxed Set,Tao of Pooh and Te of Piglet Boxed Set,eng,4.15,8206
9479,280125,R.A. Salvatore,2007.0,The Orc King,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",en-US,4.11,9012
9480,127567,Anne McCaffrey,1994.0,The Dolphins of Pern,"The Dolphins of Pern (Pern, #13)",eng,3.94,12938
9482,77866,William  Boyd,2002.0,Any Human Heart,Any Human Heart,en-GB,4.26,8365
9483,10720733,John Grisham,2010.0,The Abduction,"The Abduction (Theodore Boone, #2)",eng,3.76,9346
9486,8710484,Michel Houellebecq,2010.0,La Carte et le territoire,La Carte et le territoire,fre,3.93,5631
9487,20821249,J.D. Robb,2014.0,Festive in Death,"Festive in Death (In Death, #39)",eng,4.26,9784
9488,94064,Alex   Sanchez,2001.0,Rainbow Boys,"Rainbow Boys (Rainbow Trilogy, #1)",eng,3.85,11146
9490,38562,Lynsay Sands,2006.0,A Bite to Remember,A Bite to Remember (Argeneau #5),eng,4.23,16516
9491,13722526,"Lars Kepler, Laura A. Wideburg",2010.0,Paganinikontraktet,"The Nightmare (Joona Linna, #2)",en-US,3.78,6917
9492,114143,Nora Roberts,1998.0,The Reef,The Reef,en-US,3.89,13932
9493,68930,Agatha Christie,1952.0,They Do it with Mirrors,"They Do It with Mirrors (Miss Marple, #6)",eng,3.74,13214
9494,9260507,Matthew Inman,2010.0,5 Very Good Reasons to Punch a Dolphin in the Mouth (and Other Useful Guides),5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,eng,4.11,9469
9495,239381,Mercer Mayer,1987.0,Just a Mess (Look-Look),Just a Mess (Little Critter),eng,4.23,10772
9497,221298,Conn Iggulden,2006.0,The Gods of War,"The Gods of War (Emperor, #4)",en-US,4.29,8984
9499,13056511,Alexandra Adornetto,2012.0,Heaven,"Heaven (Halo, #3)",eng,3.91,14520
9500,17285330,Cynthia Hand,2015.0,The Last Time We Say Goodbye,The Last Time We Say Goodbye,eng,4.11,11063
9502,25347,Anne Rice,2005.0,Christ the Lord: Out of Egypt,"Out of Egypt (Christ the Lord, #1)",eng,3.56,10729
9503,26228034,N.K. Jemisin,2016.0,The Obelisk Gate,"The Obelisk Gate (The Broken Earth, #2)",eng,4.36,9481
9504,23363874,Matt Haig,2015.0,Reasons To Stay Alive ,Reasons to Stay Alive,eng,4.17,11307
9505,6280379,A.S. Byatt,2009.0,The Children's Book,The Children's Book,eng,3.66,10985
9507,961831,Susanna Kearsley,1997.0,The Shadowy Horses,The Shadowy Horses,eng,3.92,10640
9508,820517,Jack Gantos,1998.0,Joey Pigza Swallowed the Key (Joey Pigza Books),"Joey Pigza Swallowed the Key (Joey Pigza, #1)",eng,3.74,12985
9509,3690427,"Jacqueline Winspear, Orlagh Cassidy",2009.0,Among the Mad,"Among the Mad (Maisie Dobbs, #6)",eng,4.1,11363
9512,4530,Helen Fielding,2003.0,Olivia Joules And The Overactive Imagination,Olivia Joules and the Overactive Imagination,en-US,3.1,10687
9514,5750628,Jonathan L. Howard,2009.0,Johannes Cabal the Necromancer,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",eng,3.94,10603
9515,7199,Ann-Marie MacDonald,2003.0,The Way the Crow Flies,The Way the Crow Flies,en-US,4.08,10227
9517,6403690,Timothy J. Keller,2009.0,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters","Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",eng,4.32,8783
9519,15803037,Jason  Matthews,2013.0,Red Sparrow,Red Sparrow (Red Sparrow Trilogy #1),eng,4.02,6998
9520,7632329,Ben Macintyre,2010.0,Operation Mincemeat: The True Spy Story That Changed the Course of World War II,Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory,eng,3.95,8112
9521,487666,"Dick Winters, Cole C. Kingseed",2006.0,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,9712
9522,19523454,Chuck Palahniuk,2014.0,Beautiful You,Beautiful You,eng,2.98,8507
9523,232268,Richard Paul Evans,1998.0,The Locket,"The Locket (The Locket, #1)",en-US,4.1,10147
9524,400881,Glen Cook,1984.0,Shadows Linger,"Shadows Linger (The Chronicles of the Black Company, #2)",en-US,4.15,10975
9526,10859509,Jennifer Rush,2013.0,Altered,"Altered (Altered, #1)",en-CA,4.04,15692
9527,22571696,J.D. Robb,2015.0,Obsession in Death,"Obsession in Death (In Death, #40)",eng,4.33,9565
9529,139176,M.C. Beaton,1992.0,Agatha Raisin and the Quiche of Death,"The Quiche of Death (Agatha Raisin, #1)",eng,3.75,10925
9530,96259,Richard Siken,2005.0,Crush,Crush,eng,4.33,11597
9531,179565,"L. Frank Baum, David McKee",1904.0,"Marvelous Land of Oz, The","The Marvelous Land of Oz (Oz, #2)",eng,3.82,11402
9532,6159,Sherman Alexie,1995.0,Reservation Blues,Reservation Blues,eng,3.98,9919
9536,8086216,Yotam Ottolenghi,2010.0,Plenty,Plenty,eng,4.32,8023
9537,88072,John Scalzi,2004.0,Agent to the stars,Agent to the Stars,eng,3.91,10086
9538,15707526,Terry Goodkind,2012.0,The First Confessor,"The First Confessor (The Legend of Magda Searus, #1)",eng,4.19,9311
9539,581552,Franz Kafka,1919.0,In der Strafkolonie,In the Penal Colony,eng,4.0,8974
9541,91439,Louise Erdrich,1985.0,The Beet Queen,The Beet Queen,en-US,3.89,10495
9543,481743,"Morton Rhue, Todd Strasser",1981.0,The Wave,The Wave,eng,3.54,9392
9544,576666,Helen Hooven Santmyer,1982.0,"""...And Ladies of the Club""",And Ladies of the Club,en-US,4.12,10177
9545,23460830,Christopher Moore,2015.0,Secondhand Souls,"Secondhand Souls (Grim Reaper, #2)",eng,3.92,7925
9546,21535784,"Mary Higgins Clark, Alafair Burke",2014.0,The Cinderella Murder ,"The Cinderella Murder (Under Suspicion, #2)",eng,3.81,8641
9547,30839185,L.J. Shen,2016.0,Vicious,"Vicious (Sinners of Saint, #1)",en-US,4.25,15460
9548,18266,"François Rabelais, M.A. Screech",1532.0,La vie de Gargantua et de Pantagruel,Gargantua and Pantagruel,eng,3.71,10379
9549,93453,George Carlin,2004.0,When Will Jesus Bring the Pork Chops?,When Will Jesus Bring the Pork Chops?,en-US,3.84,9139
9551,9532302,Glen Duncan,2011.0,The Last Werewolf,"The Last Werewolf (The Last Werewolf, #1)",eng,3.47,10986
9553,54666,Thomas Frank,2004.0,What's the Matter with Kansas? How Conservatives Won the Heart of America,What's the Matter with Kansas? How Conservatives Won the Heart of America,en-US,3.83,9003
9555,14460,Carrie Vaughn,2006.0,Kitty Goes to Washington,"Kitty Goes to Washington (Kitty Norville, #2)",eng,3.87,16725
9557,21857294,Whitney G.,2014.0,Reasonable Doubt: Volume 3,"Reasonable Doubt: Volume 3 (Reasonable Doubt, #3)",eng,4.19,19933
9558,11605,"Stephen King, Josh Hamilton",2000.0,Riding the Bullet,Riding the Bullet,eng,3.6,9809
9561,1624920,Carrie Vaughn,2008.0,Kitty and the Silver Bullet,"Kitty and the Silver Bullet (Kitty Norville, #4)",eng,3.99,15300
9563,603911,Charlie Higson,2005.0,SilverFin,"SilverFin (Young Bond, #1)",eng,3.8,10189
9565,70487,Bill Watterson,1992.0,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,Attack of the Deranged Mutant Killer Monster Snow Goons,eng,4.72,9713
9566,11556960,Gennifer Albin,2012.0,Crewel,"Crewel (Crewel World, #1)",eng,3.74,14101
9568,32075671,Angie Thomas,2017.0,The Hate U Give,The Hate U Give,eng,4.62,32610
9572,12075886,Susane Colasanti,2012.0,Keep Holding On,Keep Holding On,en-US,3.85,11397
9573,4162673,P.D. James,2008.0,The Private Patient,The Private Patient (Adam Dalgliesh #14),eng,3.78,10461
9574,77738,David Weber,1995.0,Flag in Exile,"Flag in Exile (Honor Harrington, #5)",eng,4.22,11587
9575,25955,"Marshall McLuhan, Quentin Fiore, Jerome Agel",1967.0,The medium is the massage,The Medium is the Massage,en-US,3.95,8351
9576,96463,Anne McCaffrey,1993.0,The Chronicles of Pern: First Fall,"The Chronicles of Pern: First Fall (Pern, #12)",eng,4.02,11762
9578,3710,Zadie Smith,2002.0,The Autograph Man,The Autograph Man,eng,3.14,8317
9582,8487363,Rachel Vincent,2010.0,My Soul to Steal,"My Soul to Steal (Soul Screamers, #4)",en-US,4.13,14593
9583,110388,Julia Quinn,2006.0,On the Way to Wedding,"On the Way to the Wedding (Bridgertons, #8)",eng,3.83,16310
9585,8411749,Trudi Canavan,2011.0,The Rogue,"The Rogue (Traitor Spy Trilogy, #2)",eng,4.02,9739
9586,175078,"Thomas Merton, Robert Giroux, William H. Shannon",1948.0,The Seven Storey Mountain,The Seven Storey Mountain,en-US,4.16,9232
9587,86655,Jennifer Egan,2006.0,The Keep,The Keep,eng,3.43,9113
9588,562763,Mélanie Watt,2006.0,Scaredy Squirrel,Scaredy Squirrel (Scaredy Squirrel),eng,4.25,11638
9590,17342700,"Morgan Rhodes, Michelle Rowen",2014.0,Gathering Darkness,"Gathering Darkness (Falling Kingdoms, #3)",eng,4.33,13072
9591,51362,Lisa Gardner,2002.0,The Survivors Club,The Survivors Club,eng,4.05,11458
9594,25387202,"Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt",2015.0,Star Wars: The Force Awakens,The Force Awakens (Star Wars),eng,3.73,7514
9595,7707538,Lauren Conrad,2010.0,Sugar and Spice (L.A. Candy #3),"Sugar and Spice (L.A. Candy, #3)",en-US,3.54,10488
9596,9565574,Kalayna Price,2011.0,Grave Dance,"Grave Dance (Alex Craft, #2)",eng,4.11,16435
9598,69477,Robert C. O'Brien,1974.0,Z for Zachariah,Z for Zachariah,eng,3.64,9332
9599,6251222,Dan Chaon,2009.0,Await Your Reply,Await Your Reply,eng,3.54,10598
9600,161275,"Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger",1985.0,Superman: Whatever Happened to the Man of Tomorrow?,Superman: Whatever Happened to the Man of Tomorrow?,eng,4.14,10472
9601,76706,Nevada Barr,1993.0,Track of the Cat,"Track of the Cat (Anna Pigeon, #1)",en-GB,3.86,12113
9602,341027,Shelly Laurenston,2007.0,The Mane Event,"The Mane Event (Pride, #1)",eng,3.96,17968
9603,17262206,Scott Anderson,2013.0,Lawrence in Arabia,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",eng,4.12,7654
9606,81992,Charles Stross,2003.0,Singularity Sky,"Singularity Sky (Eschaton, #1)",eng,3.81,9887
9608,400906,Glen Cook,1985.0,The White Rose,"The White Rose (The Chronicles of the Black Company, #3)",en-US,4.19,11501
9610,22571275,Ally Carter,2015.0,All Fall Down,"All Fall Down (Embassy Row, #1)",eng,3.82,13821
9611,14680,"Stendhal, Richard Howard, Robert Andrew Parker",1839.0,La Chartreuse de Parme,The Charterhouse of Parma,eng,3.83,9252
9612,18722887,Heather Gudenkauf,2014.0,Little Mercies,Little Mercies,eng,3.99,10268
9613,341553,Alex Berenson,2006.0,The Faithful Spy,"The Faithful Spy (John Wells, #1)",en-US,3.97,9316
9614,348489,"Jacqueline Briggs Martin, Mary Azarian",1998.0,Snowflake Bentley (Caldecott Medal Book),Snowflake Bentley,en-US,4.16,11362
9615,562930,Jenny O'Connell,2007.0,The Book of Luke,The Book of Luke,en-US,3.73,12623
9616,182683,Karen Kingsbury,2005.0,Fame,"Fame (Firstborn, #1)",en-US,4.34,10509
9617,3295695,G.A. Aiken,2004.0,To Challenge a Dragon,"Dragon Actually (Dragon Kin, #1)",eng,3.96,18622
9618,21411058,Leisa Rayven,2014.0,Bad Romeo,"Bad Romeo (Starcrossed, #1)",eng,4.1,14286
9620,6330323,Anita Diamant,2009.0,Day After Night,Day After Night,en-US,3.65,10587
9621,15557,Terry Brooks,2003.0,"High Druid of Shannara, vol. 1: Jarka Ruus","Jarka Ruus (High Druid of Shannara, #1)",eng,3.96,11017
9622,12448,Thomas Wolfe,1929.0,"Look Homeward, Angel","Look Homeward, Angel",eng,3.94,9630
9623,5571,"William McDonough, Michael Braungart",2002.0,Cradle to Cradle: Remaking the Way We Make Things,Cradle to Cradle: Remaking the Way We Make Things,en-US,4.1,7625
9624,831635,Marc Weissbluth,1987.0,"Healthy Sleep Habits, Happy Child","Healthy Sleep Habits, Happy Child",en-US,3.9,7742
9625,22421,"Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin",2000.0,Transmetropolitan Vol. 4: The New Scum,"Transmetropolitan, Vol. 4: The New Scum (Transmetropolitan, #4)",eng,4.41,11094
9626,6939939,Maggie O'Farrell,2009.0,The Hand That First Held Mine,The Hand That First Held Mine,eng,3.87,8513
9627,78972,Jeffrey Archer,1996.0,The Fourth Estate,The Fourth Estate,eng,3.72,8829
9628,8515,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",1997.0,The Man Who Listens to Horses,The Man Who Listens to Horses,en-US,4.1,9021
9629,6749,David Foster Wallace,2004.0,Oblivion,Oblivion,en-US,4.07,9196
9630,606818,"Michael Baigent, Richard Leigh, Henry Lincoln",1982.0,The Holy Blood and the Holy Grail,"Holy Blood, Holy Grail",eng,3.47,8450
9631,28700,"Don DeLillo, محمدصادق رئیسی",2007.0,Falling Man,Falling Man,eng,3.2,9081
9632,20510241,"James Frey, Nils Johnson-Shelton",2014.0,Endgame: The Calling,"The Calling (Endgame, #1)",eng,3.77,10900
9634,8765012,Jonathan Kellerman,2011.0,Mystery,"Mystery (Alex Delaware, #26)",en-US,3.87,9396
9635,100476,Nancy Farmer,2004.0, The Sea of Trolls,"The Sea of Trolls (Sea of Trolls, #1)",eng,4.0,12069
9636,6596542,"Henning Mankell, Laurie Thompson",2008.0,Kinesen,The Man from Beijing,eng,3.47,9106
9637,20454076,Kass Morgan,2014.0,Day 21,"Day 21 (The 100, #2)",eng,3.75,11860
9638,199531,Fannie Flagg,1981.0,Daisy Fay and the Miracle Man,Daisy Fay and the Miracle Man ,eng,3.94,10292
9639,10931321,"Tom Clancy, Peter Telep",2011.0,Against All Enemies,"Against All Enemies (Max Moore, #1)",eng,3.95,8471
9640,23289469,Kate Hamer,2015.0,The Girl in the Red Coat,The Girl in the Red Coat,eng,3.53,8027
9641,9648,George Orwell,1936.0,Keep the Aspidistra Flying,Keep the Aspidistra Flying,eng,3.87,9599
9642,15793068,Orson Scott Card,2013.0,The Gate Thief,"The Gate Thief (Mither Mages, #2)",en-US,3.77,9209
9643,22840421,"Cynthia Hand, Brodi Ashton, Jodi Meadows",2016.0,My Lady Jane,"My Lady Jane (The Lady Janies, #1)",eng,4.12,12794
9646,48974,Robert Cormier,1977.0,I Am the Cheese,I Am the Cheese,en-GB,3.74,11099
9647,75162,Eldridge Cleaver,1968.0,Soul On Ice,Soul on Ice,en-GB,3.95,10123
9650,27170141,Jessi Klein,2016.0,You'll Grow Out of It,You'll Grow Out of It,eng,3.83,9480
9651,17352874,R.L. Mathewson,2013.0,Truce,"Truce (Neighbor from Hell, #4)",eng,4.34,18854
9652,176892,"Andre Norton, Mercedes Lackey",1991.0,"The Elvenbane (Halfblood Chronicles, #1)","The Elvenbane (Halfblood Chronicles, #1)",eng,3.94,13092
9654,85737,Clive Cussler,1988.0,Treasure,"Treasure (Dirk Pitt, #9)",en-US,3.92,10784
9655,1422252,Lynsay Sands,2008.0,"Vampire, Interrupted","Vampire, Interrupted (Argeneau #9)",eng,4.32,15899
9656,22411,John Sandford,2007.0,Invisible Prey,"Invisible Prey (Lucas Davenport, #17)",eng,4.11,11162
9657,89195,Alastair Reynolds,2007.0,The Prefect,"The Prefect (Prefect Dreyfus Emergency, #1)",eng,4.15,9946
9658,20505127,Jane Shemilt,2014.0,Daughter,Daughter,en-US,3.51,7462
9659,107172,"Darwyn Cooke, Dave Stewart, Jared K. Fletcher",2004.0,"DC: The New Frontier, Volume 1","DC: The New Frontier, Volume 1",eng,4.17,9601
9660,25053,"Betty MacDonald, Alexandra Boiger",1955.0,"Hello, Mrs. Piggle-Wiggle","Hello, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #4)",eng,4.24,13000
9661,6933152,Jennifer Estep,2010.0,Web of Lies,"Web of Lies (Elemental Assassin, #2)",en-US,4.1,17312
9663,179174,Hergé,1943.0,Le secret de la Licorne,"The Secret of the Unicorn (Tintin, #11)",eng,4.26,8925
9664,930612,"Megan McDonald, Peter H. Reynolds",2000.0,Judy Moody,"Judy Moody (Judy Moody, # 1)",eng,3.92,11289
9665,21480734,Christian Rudder,2014.0,Dataclysm: Who We Are (When We Think No One's Looking),Dataclysm: Who We Are (When We Think No One's Looking),eng,3.72,7204
9667,7904453,N.K. Jemisin,2010.0,The Broken Kingdoms,"The Broken Kingdoms (Inheritance, #2)",eng,4.04,12259
